int,zone44,zone98,zone63,zone114,zone70,zone14,zone100,zone118,zone106,zone112,zone10,zone72,zone75,zone4,zone77,zone17,zone103,zone171,zone67,zone164,zone172,zone6,zone15,zone57,zone54,zone158,zone30,zone39,zone11,zone170,zone141,zone24,zone143,zone160,zone37,zone161,zone16,zone27,zone78,zone139,zone71,zone125,zone19,zone115,zone93,zone153,zone104,zone137,zone147,zone65,zone123,zone23,zone116,zone56,zone85,zone21,zone74,zone95,zone58,zone69,zone53,zone41,zone88,zone168,zone22,zone52,zone90,zone33,zone136,zone126,zone48,zone94,zone167,zone156,zone165,zone121,zone117,zone80,zone66,zone132,zone45,zone169,zone1,zone12,zone51,zone128,zone38,zone142,zone7,zone5,zone76,zone113,zone154,zone73,zone101,zone129,zone145,zone144,zone34,zone96,zone133,zone140,zone159,zone124,zone68,zone97,zone50,zone28,zone127,zone102,zone134,zone155,zone20,zone25,zone2,zone120,zone84,zone162,zone59,zone157,zone47,zone138,zone148,zone3,zone26,all_zones
23,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007261827256944444,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006462040232188666,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.00025509899358671414
24,0.0,0.01222991943359375,0.0,0.0,,0.0,0.0,,1.350871987868169e-05,0.0,0.0,0.0,0.0,0.050726083608774036,0.0,0.005282460088315217,,0.0,0.0,0.0,0.0,0.0,0.0,0.02090606689453125,0.0,0.03929871398133117,0.0,0.0,0.0,0.0,,0.05268096923828125,0.0,0.1947323762097078,0.0,0.0,1.0,0.006077019743217054,0.08207612214265046,0.0,0.030579376220703124,,0.07917084180196723,0.0,0.0,,0.10938932837509527,0.0,0.0,0.0,0.0,,0.0,0.07541046142578126,0.021753853614177178,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.00597803643409242,0.023584420340401785,0.008529743395353619,0.0,0.0,,0.014897325303819445,0.0,0.0,0.0,0.0,0.0,0.0,0.09832954406738281,0.0,0.2932586669921875,0.012246345071231618,0.018725494840251867,0.0003548031761532738,,0.0,0.0006532574644183168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.017100132533482144,0.11181236715877757,0.0,0.0,0.0,0.0,0.0025907574277935605,0.16430098922164352,0.0,0.49334570526985383,0.0,0.0,0.0,0.0,0.005209151812440134,0.0,0.0,,0.0,0.0,0.0,0.03745972105007934
25,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.08211771647135417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.3171246738065765e-05
26,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.008446542840254935,0.004179360210031703,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0056473581414473685,0.0,0.0,,0.0,0.0,0.0,0.0,0.1123504638671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0056080537683823525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029827007119586357,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.000875016314416283
27,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.9681294271397197,0.0,0.0,0.0026774744833669355,0.025225156313413148,0.0,0.0054473876953125,0.0,0.0,,0.0,0.00042288643973214287,0.01658624721909128,0.0,0.009490611941315407,0.0,0.0,0.0,0.0,0.0,,0.0,0.016907401706861412,0.0676422119140625,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0004899611166857798,0.0,0.0,0.0852216084798177,,0.0,0.0,0.0,0.01968860626220703,,0.0,,0.0,0.0,0.009436918559827303,0.0,0.0,,0.0,0.0,0.0,0.0,0.19176737467447916,0.002803378634982639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005132039388020833,0.0,0.0,0.028613750751201924,0.0,0.014863073578514005,0.015392954756573932,,0.0055659559906506145,,0.0,0.0,0.139678955078125,0.0,0.04064178466796875,0.0,0.0,0.033205385561342594,0.0,0.012253497038339277,0.0,0.004396678783275463,0.0,0.0,0.0,0.12296295166015625,0.0,,0.0,0.0,0.0,0.014216865184977598
28,0.0,0.8279037475585938,0.5416598265198456,0.0,,0.6666666666666666,0.0,,0.2516914668418464,0.0,0.4531736512115036,0.0,0.8520372178819444,0.32131195068359375,0.0,0.8196956468665082,,0.0,0.2784176403073392,0.0,0.9475412870708265,0.0,0.0,0.0,0.29366376323084675,0.11019481312144887,0.010664440336681548,0.274847412109375,0.0,0.48207855224609375,,0.0,0.0,0.5520431249981947,0.0,0.0,0.0,0.007751937984496124,0.04426235622829861,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.08172902936597998,0.0,0.0,,0.0,0.0,0.7896762112958715,0.314578374226888,0.7456900950897872,0.00419921875,,0.0,0.0,0.0,0.30968395868937176,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.80037841796875,0.0,0.0,0.2547004615867531,0.0,0.07475337275752315,0.06796680619980036,0.0,0.0,0.0,0.0,0.22989631766703592,0.0,,0.0,0.0,0.20972487505744486,0.6569069998604911,0.9640307156544812,0.0,0.07784322102864584,0.15165252685546876,0.0,0.3333333333333333,0.0,0.0,0.0,0.19330657072581692,0.00046055491377667684,,0.0,,0.0913913835797991,0.0,0.0,0.0017855356974774096,0.2357330322265625,0.0,0.23356212269176135,0.0,0.0,0.04350880481552282,0.0,0.0,0.036330159505208334,0.0,0.03241592348763769,0.0,0.0,,0.0,0.00779266357421875,0.02917278937573703,0.16314734035500042
29,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031279323412024454,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0413910896547379,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.03425764040297931,0.0,0.0,0.0,0.020013262135113858,0.0143951416015625,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.010111829969618055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11296844482421875,0.0,0.0052064354739972014,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.07439399488044507,0.010161223234953705,0.0,0.0,0.0,0.0,0.0,0.0,0.014880417863984674,0.0,0.0,,0.0,0.0,0.030872560896963445,0.0026284761923792608
30,0.0,0.0,0.07582671066810345,0.044171142578125,,0.0,0.0,,0.0,0.0,0.16579713683197464,0.0,0.0,0.0,0.0,0.020712811013926632,,0.14030486192193314,0.0,0.0,0.0,0.0,0.0,0.035076904296875,0.06059196226058468,0.34085340623731736,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.04918865824854651,0.0,0.3814240058843237,0.0,,0.040621182324913525,0.0,0.0,,0.0,0.1313610076904297,0.052289085459220785,0.0,0.0,,0.0,0.0,0.0,0.12950642903645834,0.0,0.0,,0.03782878674958882,0.0,0.0,0.0,,0.0,,0.0,0.05374668666294643,0.0,0.0,0.0,,0.008943006727430555,0.0,0.0,0.0,0.0,0.0,0.0048338369650754885,0.0,0.0,0.0,0.0,0.07742543007010844,0.07604747953869048,,0.0002664782337306701,0.0,0.0,0.0,0.0,0.014949125402113971,0.26857096354166665,0.0,0.0,0.0,0.0,0.0,0.0,0.015770939870494036,0.004353779118235518,,0.0,,1.068115234375e-05,0.001395730411305147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002115417714319923,0.0,0.8315254493995949,,0.0,0.0,0.09423079580630896,0.04169047639642688
31,0.0,0.0,0.14606484599497127,0.0,,0.0,0.0048440469277871625,,0.7370532678844194,0.0,0.0,0.0,0.0,0.10752575214092548,0.0,0.0,,0.0,0.0,0.0,0.0,0.022424477636178046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2638721466064453,,0.2162814670138889,0.0021184285481770835,0.02306001830350626,0.0,0.0,0.0,0.0,0.007084599247685185,0.0,0.058123779296875,,0.0,0.0,0.0,,0.07902340772675305,0.0,0.0,0.0,0.0,,0.04059747686968163,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.11262435913085937,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03660372220552885,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4308990478515625,0.019708704065393517,0.041018168131510414,0.0,0.0,0.0,0.2279282565928099,0.0,,0.0,,0.0,0.0,0.17884368896484376,0.00014751388365963857,0.0,0.0,0.07948858087713068,0.005257217972366898,0.0,0.00032908744842114233,0.0,0.0044104682074652775,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0132743013494881
32,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.11959625580414976,0.43621826171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.18916444520692569,0.0,0.03190067836216518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5982739412331883,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.007157822725633452
33,0.0001513944657821229,0.006851741245814732,0.010853032956178161,0.0445709228515625,,0.0,0.0,,0.0007855070447974167,0.0,0.020660400390625,0.042295976118607956,0.01487110279224537,0.0,0.018065019087357956,0.012408845320991848,,0.12515465646589816,0.026654086521448815,0.0,0.043615441573293584,0.0,0.0,0.00146484375,0.013862462197580645,0.03565939370687906,0.0,0.0,0.07734171549479167,0.05725669860839844,,0.0,0.001209259033203125,0.0015797272337643034,0.0009190060314119171,0.0,0.0,0.12849934895833334,0.06786024305555556,0.03972984926543967,0.12973403930664062,,0.03668829112100575,0.0,0.0,,0.040307766053734755,0.08298365275065105,0.012031881946869181,0.07807586152674788,0.002140045166015625,,0.02576528916336561,0.0,0.0006557079630160551,0.0638885498046875,0.008344258314094329,0.012976328531901041,,0.0744061921772204,0.0,0.0,0.0,,0.022587803431919642,,0.06405298760596742,0.045610264369419645,0.0,0.0,0.0,,0.08657124837239584,0.0,0.0,0.03671256264487466,0.0,0.0,0.0018471320988286554,0.0,0.04319911858974359,0.0,0.03194454417509191,0.030279131078008396,0.06795719691685267,,0.010073946923324742,0.023072497679455444,0.011527566348805147,0.010393851143973214,0.0,0.02006261488970588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04549018574948133,0.04028357529058689,,0.0,,0.00332183837890625,0.7772053737266391,0.4205780029296875,0.00018766472138554216,0.0526885986328125,0.0,0.0728311249704072,5.142777054398148e-05,0.32547043309067236,0.0025193126249077598,0.0,0.008362268518518519,0.007926432291666667,0.0,0.0065734395578903254,0.0,0.09750969027295525,,0.007632732391357422,0.0,0.06312589825324293,0.029058452728510317
34,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.040754898734714676,0.0,4.1349434558256174e-05,0.21697704608623797,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.00653839111328125,0.0,0.0,0.0,0.0,0.0,0.0028324127197265625,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01397554717794822,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.02275848388671875,0.029737910843666074,0.0,,0.019741981907894737,0.0,0.8873756408691407,0.0,,0.0,,0.0,0.14322793143136162,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008769812950721155,0.21645355224609375,0.0,2.789853224113806e-06,0.01520204089936756,,0.008213633114529639,0.0,0.0043119542738970585,0.0,0.0011919129569575471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014831163081885373,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0027863473603219695,0.0,0.0,0.0,0.00162506103515625,0.0,0.0,0.0,0.0,0.0,0.026398835358796297,,0.0,0.0,0.0,0.007518187638281806
35,0.0,0.04849025181361607,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.022608874925765347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.039440881638299854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.01358322058310056,0.0,0.0,,0.0,0.0,0.0,0.003447850545247396,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.714762369791666e-05,,0.12711043210373713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.03978729248046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15176292214813816,0.0,0.04098341200086805,,0.0,0.0,0.0,0.006883067281422734
36,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
254,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
